CHEMICAL NAME,CHEMICAL ID,CHEMICAL ID W/O DASHES,CHEMICAL ID TYPE,2023 NATIONALLY AGGREGATED PV,2022 NATIONALLY AGGREGATED PV,2021 NATIONALLY AGGREGATED PV,2020 NATIONALLY AGGREGATED PV
"Dibenzo[def,mno]chrysene-6,12-dione, 4,10-dibromo-",4378-61-4,4378614,CASRN,0,0,"36,947","6,699"
"Dibenzo[i,t][1,4,7,12,15,18]hexaazacyclodocosine-5,13,18,26(6H,19H)-tetrone, 7,8,9,10,11,12,20,21,22,23,24,25-dodecahydro-",68003-28-1,68003281,CASRN,0,"250,000 – <550,000","250,000 – <550,000","50,000 – <250,000"
Diborane(6),19287-45-7,19287457,CASRN,"<75,000","<75,000","<75,000","<75,000"
Dibutoxyethyl esters of aliphatic dibasic acids,49593,49593,Accession Number,"<50,000","<50,000","<50,000","<50,000"
Didymium (rare earth mixture),8006-73-3,8006733,CASRN,0,"33,510","21,164","7,055"
"Diimidazo(substituted)triphenodioxazine-(substituted)dione, (substituted)dichloro, (substituted)diethyl, (substituted)tetrahydro (PROVISIONAL)",258254,258254,Accession Number,"50,000 – <250,000","50,000 – <250,000","<50,000",0
"Diindolo[2,3-c:2',3'-n]triphenodioxazine, 9,19-dichloro-5,15-diethyl-5,15-dihydro-",215247-95-3,215247953,CASRN,"700,000 – <850,000","1,000,000 – <2,500,000","1,000,000 – <2,500,000","1,000,000 – <2,500,000"
"Diindolo[3,2-b:3',2'-m]triphenodioxazine, 8,18-dichloro-5,15-diethyl-5,15-dihydro-",6358-30-1,6358301,CASRN,"550,000 – <1,000,000","550,000 – <700,000","550,000 – <700,000","400,000 – <550,000"
Diketo-pyrrolopyrrol (PROVISIONAL),143465,143465,Accession Number,"<50,000","<50,000",0,0
Diketo-pyrrolopyrrol (PROVISIONAL),148028,148028,Accession Number,"75,000 – <500,000","<75,000","<75,000","<75,000"
"Dinaphtho[1,2,3-cd:1',2',3'-lm]perylene-9,18-dione, lauryl derivs.",68411-75-6,68411756,CASRN,"75,000 – <500,000","<75,000","<75,000","<75,000"
"Dioic acids, polymers with caprolactam and alkyldiamine (PROVISIONAL)",211451,211451,Accession Number,"<50,000",0,"50,000 – <250,000","50,000 – <250,000"
Diorganotrithiocarbonate (PROVISIONAL),251811,251811,Accession Number,"<50,000","50,000 – <250,000","50,000 – <250,000","50,000 – <250,000"
"Diphosphoric acid, ammonium manganese(3+) salt (1:1:1)",10101-66-3,10101663,CASRN,"75,000 – <500,000","75,000 – <500,000","75,000 – <500,000","75,000 – <500,000"
"Diphosphoric acid, ammonium salt (1:2)",13597-86-9,13597869,CASRN,"250,000 – <550,000","250,000 – <550,000","550,000 – <1,000,000","250,000 – <550,000"
"Diphosphoric acid, calcium salt (1:2)",7790-76-3,7790763,CASRN,"5,000,000 – <10,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000","1,000,000 – <5,000,000"
"Diphosphoric acid, compd. with 1,3,5-triazine-2,4,6-triamine (1:?)",15541-60-3,15541603,CASRN,"400,000 – <550,000","1,000,000 – <2,500,000","550,000 – <1,000,000","550,000 – <700,000"
"Diphosphoric acid, compd. with piperazine (1:1)",66034-17-1,66034171,CASRN,"250,000 – <550,000","1,000,000 – <5,000,000","550,000 – <1,000,000","550,000 – <1,000,000"
"Diphosphoric acid, copper salt (1:?)",10102-90-6,10102906,CASRN,"547,454","797,274","601,420","531,475"
"Diphosphoric acid, dibutyl ester",28901-77-1,28901771,CASRN,"<50,000","50,000 – <250,000","<50,000","50,000 – <250,000"
"Diphosphoric acid, P,P'-dimethyl ester",26644-00-8,26644008,CASRN,"<25,000","75,000 – <100,000","100,000 – <250,000","25,000 – <50,000"
"Diphosphoric acid, P-methyl ester",56399-35-0,56399350,CASRN,0,"11,000","32,000","6,000"
"Diphosphoric acid, polymers with ethoxylated reduced Me esters of reduced polymd. oxidized tetrafluoroethylene",200013-65-6,200013656,CASRN,"<50,000","50,000 – <250,000","50,000 – <250,000","50,000 – <250,000"
"Diphosphoric acid, potassium salt (1:4)",7320-34-5,7320345,CASRN,"25,000,000 – <40,000,000","25,000,000 – <40,000,000","25,000,000 – <40,000,000","25,000,000 – <40,000,000"
"Diphosphoric acid, sodium salt (1:2)",7758-16-9,7758169,CASRN,"100,000,000 – <500,000,000","100,000,000 – <500,000,000","100,000,000 – <500,000,000","100,000,000 – <500,000,000"
"Diphosphoric acid, sodium salt (1:3)",14691-80-6,14691806,CASRN,"1,000,000 – <5,000,000","1,000,000 – <5,000,000","5,000,000 – <10,000,000","5,000,000 – <10,000,000"
"Diphosphoric acid, sodium salt (1:4)",7722-88-5,7722885,CASRN,"10,000,000 – <50,000,000","10,000,000 – <50,000,000","10,000,000 – <50,000,000","10,000,000 – <50,000,000"
Disilane,1590-87-0,1590870,CASRN,"<50,000","50,000 – <250,000","<50,000","<50,000"
"Disilane, 1,1,1,2,2,2-hexachloro-",13465-77-5,13465775,CASRN,"75,000 – <500,000","75,000 – <500,000","75,000 – <500,000","75,000 – <500,000"
"Disilane, 1,1,1,2,2,2-hexamethyl-",1450-14-2,1450142,CASRN,"<50,000","<50,000","<50,000","<50,000"
"Disilane, 1,1,2,2-tetrachloro-1,2-dimethyl-",4518-98-3,4518983,CASRN,"1,000,000 – <8,500,000","1,000,000 – <8,500,000","1,000,000 – <8,500,000","1,000,000 – <8,500,000"
"Disilane, 1,1,2-trichloro-1,2,2-trimethyl-",13528-88-6,13528886,CASRN,"<50,000","<50,000","50,000 – <250,000","<50,000"
"Disiloxane, 1,1,1,3,3,3-hexamethyl-",107-46-0,107460,CASRN,"10,000,000 – <25,000,000","10,000,000 – <25,000,000","10,000,000 – <25,000,000","10,000,000 – <25,000,000"
"Disiloxane, 1,1,3,3-tetramethyl-",3277-26-7,3277267,CASRN,"400,000 – <550,000","700,000 – <850,000","850,000 – <1,000,000","850,000 – <1,000,000"
"Disiloxane, 1,1,3,3-tetramethyl-1-[1-(trimethoxysilyl)ethyl]-",151930-14-2,151930142,CASRN,"<50,000","<50,000","50,000 – <250,000","<50,000"
"Disiloxane, 1,1,3,3-tetramethyl-1-[2-(trimethoxysilyl)ethyl]-",137407-65-9,137407659,CASRN,"50,000 – <250,000","50,000 – <250,000","50,000 – <250,000","50,000 – <250,000"
"Disiloxane, 1,3-di-5-hexen-1-yl-1,1,3,3-tetramethyl-",104360-37-4,104360374,CASRN,"<50,000","<50,000","50,000 – <250,000","50,000 – <250,000"
"Disiloxane, 1,3-diethenyl-1,1,3,3-tetramethyl-",2627-95-4,2627954,CASRN,"1,000,000 – <2,500,000","1,000,000 – <2,500,000","2,500,000 – <4,000,000","1,000,000 – <2,500,000"
"Dispiro[cyclohexane-1,2'(3'H)-quinazoline-4'(4'aH),1''-cyclohexane], 5',6',7',8'-tetrahydro-",53378-71-5,53378715,CASRN,"400,464","391,613","485,453","409,954"
"Distannathiane, 1,3-dibutyl-1,3-dithioxo-",15666-29-2,15666292,CASRN,"75,000 – <500,000","75,000 – <500,000","75,000 – <500,000","75,000 – <500,000"
Distillates (coal tar),65996-92-1,65996921,CASRN,"300,406,006","306,592,777","381,428,174","381,903,313"
"Distillates (coal tar), heavy oils",90640-86-1,90640861,CASRN,"32,351","84,726","99,972","36,659"
"Distillates (coal tar), upper",65996-91-0,65996910,CASRN,"10,000,000 – <50,000,000","250,000 – <550,000","250,000 – <550,000","10,000,000 – <50,000,000"
"Distillates (Fischer-Tropsch), C8-26-branched and linear",848301-67-7,848301677,CASRN,0,"75,000,000 – <150,000,000","1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000"
"Distillates (Fischer-Tropsch), heavy, C18-50-branched and linear",1262661-88-0,1262661880,CASRN,"<50,000","50,000 – <250,000","550,000 – <1,000,000","550,000 – <1,000,000"
"Distillates (Fischer-Tropsch), heavy, C18-50-branched, cyclic and linear",848301-69-9,848301699,CASRN,"100,000,000 – <500,000,000","100,000,000 – <500,000,000","100,000,000 – <500,000,000","500,000,000 – <1,000,000,000"
"Distillates (glyceridic), heavy catalytic cracked",2580963-50-2,2580963502,CASRN,"5,100,000",0,0,0
"Distillates (glyceridic), heavy hydrocracked",2580963-02-4,2580963024,CASRN,"200,000",0,0,0
"Distillates (glyceridic), hydrotreated light",2580958-42-3,2580958423,CASRN,"3,300,000",0,0,0
"Distillates (glyceridic), hydrotreated light paraffinic",2580962-51-0,2580962510,CASRN,"3,700,000",0,0,0
"Distillates (glyceridic), light catalytic cracked",2580959-04-0,2580959040,CASRN,"39,000,000",0,0,0
"Distillates (glyceridic), light hydrocracked",2580962-00-9,2580962009,CASRN,"15,000,000",0,0,0
"Distillates (petroleum), acid-treated light",64742-14-9,64742149,CASRN,"41,649,538","19,116,890","31,823,848","137,344,743"
"Distillates (petroleum), acid-treated light naphthenic",64742-19-4,64742194,CASRN,"99,228","85,363","134,487","74,739"
"Distillates (petroleum), alkene-alkyne manuf. pyrolysis oil, naphthalene fraction",101316-53-4,101316534,CASRN,"<50,000",0,0,"5,000,000 – <10,000,000"
"Distillates (petroleum), alkylate",64741-73-7,64741737,CASRN,"1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000"
"Distillates (petroleum), C3-6, piperylene-rich",68477-35-0,68477350,CASRN,"100,000,000 – <250,000,000","250,000,000 – <400,000,000","250,000,000 – <400,000,000","250,000,000 – <400,000,000"
"Distillates (petroleum), catalytic dewaxed middle",64742-72-9,64742729,CASRN,"2,040,192",0,0,0
"Distillates (petroleum), catalytic reformed depentanizer",68475-79-6,68475796,CASRN,"850,000,000 – <1,000,000,000","700,000,000 – <850,000,000","550,000,000 – <700,000,000","550,000,000 – <700,000,000"
"Distillates (petroleum), catalytic reformed straight-run naphtha overheads",68513-63-3,68513633,CASRN,"19,314,000","24,766,000","18,759,000","20,714,000"
"Distillates (petroleum), catalytic reformer fractionator residue, high-boiling",68477-29-2,68477292,CASRN,"310,000,000","300,000,000","290,000,000","210,000,000"
"Distillates (petroleum), catalytic reformer fractionator residue, intermediate-boiling",68477-30-5,68477305,CASRN,"150,000,000 – <500,000,000","25,000,000 – <75,000,000","25,000,000 – <75,000,000","25,000,000 – <75,000,000"
"Distillates (petroleum), catalytic reformer fractionator residue, low-boiling",68477-31-6,68477316,CASRN,"100,000,000 – <250,000,000","100,000,000 – <250,000,000","100,000,000 – <250,000,000","100,000,000 – <250,000,000"
"Distillates (petroleum), catalytic reformer fractionator residue, low-boiling, sulfonated, sodium salts",111163-74-7,111163747,CASRN,"1,000,000 – <8,500,000","1,000,000 – <8,500,000","1,000,000 – <8,500,000","1,000,000 – <8,500,000"
"Distillates (petroleum), clay-treated heavy naphthenic",64742-44-5,64742445,CASRN,"4,092,720","6,153,720","7,381,100","5,330,429"
"Distillates (petroleum), clay-treated middle",64742-38-7,64742387,CASRN,"10,000,000,000 – <15,000,000,000","10,000,000,000 – <15,000,000,000","10,000,000,000 – <15,000,000,000","7,000,000,000 – <8,500,000,000"
"Distillates (petroleum), crude oil",68410-00-4,68410004,CASRN,"20,000,000,000 – <25,000,000,000","20,000,000,000 – <25,000,000,000","20,000,000,000 – <25,000,000,000","15,000,000,000 – <20,000,000,000"
"Distillates (petroleum), depentanizer overheads",68477-89-4,68477894,CASRN,"1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000"
"Distillates (petroleum), full-range straight-run middle",68814-87-9,68814879,CASRN,"15,000,000,000 – <20,000,000,000","15,000,000,000 – <20,000,000,000","15,000,000,000 – <20,000,000,000","10,000,000,000 – <15,000,000,000"
"Distillates (petroleum), heavy arom.",67891-79-6,67891796,CASRN,"500,000,000 – <1,000,000,000","500,000,000 – <1,000,000,000","500,000,000 – <1,000,000,000","150,000,000 – <500,000,000"
"Distillates (petroleum), heavy catalytic cracked",64741-61-3,64741613,CASRN,"15,000,000,000 – <20,000,000,000","15,000,000,000 – <20,000,000,000","10,000,000,000 – <15,000,000,000","10,000,000,000 – <15,000,000,000"
"Distillates (petroleum), heavy hydrocracked",64741-76-0,64741760,CASRN,"20,000,000,000 – <25,000,000,000","20,000,000,000 – <25,000,000,000","25,000,000,000 – <30,000,000,000","20,000,000,000 – <25,000,000,000"
"Distillates (petroleum), heavy naphthenic",64741-53-3,64741533,CASRN,"2,500,000,000 – <4,000,000,000","2,500,000,000 – <4,000,000,000","2,500,000,000 – <4,000,000,000","2,500,000,000 – <4,000,000,000"
"Distillates (petroleum), heavy paraffinic",64741-51-1,64741511,CASRN,"15,000,000,000 – <20,000,000,000","15,000,000,000 – <20,000,000,000","10,000,000,000 – <15,000,000,000","15,000,000,000 – <20,000,000,000"
"Distillates (petroleum), heavy straight-run",68915-96-8,68915968,CASRN,"15,000,000,000 – <20,000,000,000","15,000,000,000 – <20,000,000,000","15,000,000,000 – <20,000,000,000","10,000,000,000 – <15,000,000,000"
"Distillates (petroleum), heavy thermal cracked",64741-81-7,64741817,CASRN,"40,000,000,000 – <45,000,000,000","40,000,000,000 – <45,000,000,000","40,000,000,000 – <45,000,000,000","35,000,000,000 – <40,000,000,000"
"Distillates (petroleum), heavy thermal cracked, hydrotreated",863311-85-7,863311857,CASRN,"1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000"
"Distillates (petroleum), hydrodesulfurized heavy catalytic cracked",68333-28-8,68333288,CASRN,"1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000","500,000,000 – <1,000,000,000"
"Distillates (petroleum), hydrodesulfurized intermediate catalytic cracked",68333-27-7,68333277,CASRN,"1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000"
"Distillates (petroleum), hydrodesulfurized light catalytic cracked",68333-25-5,68333255,CASRN,"10,000,000,000 – <50,000,000,000","10,000,000,000 – <50,000,000,000","10,000,000,000 – <50,000,000,000","10,000,000,000 – <50,000,000,000"
"Distillates (petroleum), hydrodesulfurized middle",64742-80-9,64742809,CASRN,"100,000,000,000 – <110,000,000,000","100,000,000,000 – <110,000,000,000","85,000,000,000 – <90,000,000,000","90,000,000,000 – <95,000,000,000"
"Distillates (petroleum), hydrotreated heavy naphtha, deisohexanizer overheads",68410-98-0,68410980,CASRN,"400,000,000 – <550,000,000","550,000,000 – <700,000,000","550,000,000 – <700,000,000","550,000,000 – <700,000,000"
"Distillates (petroleum), hydrotreated heavy naphthenic",64742-52-5,64742525,CASRN,"1,000,000,000 – <5,000,000,000","1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000"
"Distillates (petroleum), hydrotreated heavy paraffinic",64742-54-7,64742547,CASRN,"10,000,000,000 – <15,000,000,000","10,000,000,000 – <15,000,000,000","7,000,000,000 – <8,500,000,000","8,500,000,000 – <10,000,000,000"
"Distillates (petroleum), hydrotreated light",64742-47-8,64742478,CASRN,"30,000,000,000 – <35,000,000,000","25,000,000,000 – <30,000,000,000","25,000,000,000 – <30,000,000,000","20,000,000,000 – <25,000,000,000"
"Distillates (petroleum), hydrotreated light naphthenic",64742-53-6,64742536,CASRN,"1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000"
"Distillates (petroleum), hydrotreated light paraffinic",64742-55-8,64742558,CASRN,"1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000","5,000,000,000 – <10,000,000,000","1,000,000,000 – <5,000,000,000"
"Distillates (petroleum), hydrotreated middle",64742-46-7,64742467,CASRN,"140,000,000,000 – <150,000,000,000","150,000,000,000 – <160,000,000,000","140,000,000,000 – <150,000,000,000","130,000,000,000 – <140,000,000,000"
"Distillates (petroleum), hydrotreated middle, intermediate boiling",68410-96-8,68410968,CASRN,"1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000"
"Distillates (petroleum), intermediate catalytic cracked",64741-60-2,64741602,CASRN,"4,000,000,000 – <5,500,000,000","4,000,000,000 – <5,500,000,000","5,500,000,000 – <7,000,000,000","5,500,000,000 – <7,000,000,000"
"Distillates (petroleum), intermediate vacuum",70592-76-6,70592766,CASRN,"15,000,000,000 – <20,000,000,000","20,000,000,000 – <25,000,000,000","20,000,000,000 – <25,000,000,000","15,000,000,000 – <20,000,000,000"
"Distillates (petroleum), light arom.",67891-80-9,67891809,CASRN,"1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000","700,000,000 – <850,000,000","700,000,000 – <850,000,000"
"Distillates (petroleum), light catalytic cracked",64741-59-9,64741599,CASRN,"75,000,000,000 – <80,000,000,000","75,000,000,000 – <80,000,000,000","65,000,000,000 – <70,000,000,000","60,000,000,000 – <65,000,000,000"
"Distillates (petroleum), light distillate hydrotreating process, low-boiling",68410-97-9,68410979,CASRN,"10,000,000,000 – <15,000,000,000","10,000,000,000 – <15,000,000,000","10,000,000,000 – <15,000,000,000","10,000,000,000 – <15,000,000,000"
"Distillates (petroleum), light hydrocracked",64741-77-1,64741771,CASRN,"30,000,000,000 – <35,000,000,000","30,000,000,000 – <35,000,000,000","30,000,000,000 – <35,000,000,000","25,000,000,000 – <30,000,000,000"
"Distillates (petroleum), light naphthenic",64741-52-2,64741522,CASRN,"700,000,000 – <850,000,000","700,000,000 – <850,000,000","700,000,000 – <850,000,000","850,000,000 – <1,000,000,000"
"Distillates (petroleum), light paraffinic",64741-50-0,64741500,CASRN,"100,000,000 – <500,000,000","100,000,000 – <500,000,000","100,000,000 – <500,000,000","100,000,000 – <500,000,000"
"Distillates (petroleum), light steam-cracked naphtha",68475-80-9,68475809,CASRN,"10,000,000 – <50,000,000","10,000,000 – <50,000,000","50,000,000 – <100,000,000","10,000,000 – <50,000,000"
"Distillates (petroleum), light straight-run gasoline fractionation stabilizer overheads",68921-08-4,68921084,CASRN,"1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000","1,000,000,000 – <2,500,000,000"
"Distillates (petroleum), light thermal cracked",64741-82-8,64741828,CASRN,"35,000,000,000 – <40,000,000,000","35,000,000,000 – <40,000,000,000","35,000,000,000 – <40,000,000,000","30,000,000,000 – <35,000,000,000"
"Distillates (petroleum), light thermal cracked, debutanized arom.",68955-29-3,68955293,CASRN,"50,000,000 – <100,000,000","100,000,000 – <500,000,000","100,000,000 – <500,000,000","50,000,000 – <100,000,000"
"Distillates (petroleum), light vacuum",70592-77-7,70592777,CASRN,"10,000,000,000 – <15,000,000,000","15,000,000,000 – <20,000,000,000","15,000,000,000 – <20,000,000,000","10,000,000,000 – <15,000,000,000"
"Distillates (petroleum), naphtha unifiner stripper",68921-09-5,68921095,CASRN,"1,892,822,162","1,837,952,596","1,931,240,112","1,766,344,712"
"Distillates (petroleum), naphtha-raffinate pyrolyzate-derived, gasoline-blending",68425-29-6,68425296,CASRN,"1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000"
"Distillates (petroleum), oxidized light, potassium salts",67891-81-0,67891810,CASRN,"1,961,920","2,000,780","2,055,440","1,738,280"
"Distillates (petroleum), petroleum residues vacuum",68955-27-1,68955271,CASRN,"10,000,000,000 – <15,000,000,000","10,000,000,000 – <15,000,000,000","7,000,000,000 – <8,500,000,000","7,000,000,000 – <8,500,000,000"
"Distillates (petroleum), solvent-dewaxed heavy paraffinic",64742-65-0,64742650,CASRN,"2,500,000,000 – <4,000,000,000","2,500,000,000 – <4,000,000,000","2,500,000,000 – <4,000,000,000","2,500,000,000 – <4,000,000,000"
"Distillates (petroleum), solvent-dewaxed light paraffinic",64742-56-9,64742569,CASRN,"100,000,000 – <250,000,000","100,000,000 – <250,000,000","100,000,000 – <250,000,000","100,000,000 – <250,000,000"
"Distillates (petroleum), solvent-refined heavy naphthenic",64741-96-4,64741964,CASRN,"100,000,000 – <500,000,000","100,000,000 – <500,000,000","100,000,000 – <500,000,000","100,000,000 – <500,000,000"
"Distillates (petroleum), solvent-refined heavy paraffinic",64741-88-4,64741884,CASRN,"5,500,000,000 – <7,000,000,000","7,000,000,000 – <8,500,000,000","5,500,000,000 – <7,000,000,000","7,000,000,000 – <8,500,000,000"
"Distillates (petroleum), solvent-refined light paraffinic",64741-89-5,64741895,CASRN,"1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000","1,000,000,000 – <5,000,000,000"
